English	Gilaki
Can I go to the restroom? I’ve got to take a leak.”	مو تینم بشم جایی؟ مأ میزأکته.
The radio operator says, “No, Sir! You shouldn’t have drunk water.	بیسیمچی گونه: نه آقا! اصلن اشتبا بودی بشؤی آؤ بخؤردی.
We’re out of time, Sir!”	أمه وقت ندأنیم آقا!
The third man who has kept silent so far approaches the chair under my feet and says, “You can say your last words before the sentence is carried out.”	سومی مردأی که تا ایسه تام‌بزئه ایسأ بو هنه می پایˇ جیرˇ صندلی ور، گونه: ألئه حوکمه اجرا نوده تینی تی آخری گبه بزنی.
I want to say it to my mother but I see she’s talking on the phone.	خأنم می مأره بگؤم کی اینم می مأر تلفؤنˇ همره گب زئه دره.
I tell the bespectacled man, “Please tell my mother to wake up my brother after an hour; he has a class.”	عینکی مردأکه گونم: لطف بکونین می مأره بگین یک ساعت دیگه می برأره دخؤنه. کیلاس دأنه.
The third man says, “Nothing else?”	سومی مردأی گونه: دئه گب ندأنی؟
I say, “Do you give cigarettes, like in the movies?”	گونم: فیلمؤنˇ مورسؤن سیکارم هدئنین؟
The radio operator lashes out at me, “Sir! But you said you don’t smoke, Sir! So you lied, yeah?”	بیسیمچی مأ فترکنه: آقا! تو کی بوتی سیکاری نی کی آقا! مألوم کؤنه دورؤ بوتی. أهأ؟
I’ve decided to start smoking.	تصمیم بیتم سیکاری ببؤم.
Alright.	باشد.
Give this gentleman a cigarette.	یکته پابلوس هدین اینه آقا! 
And mention this in the report, too.	ای موردم در ضمن گوزارشˇ مئن بأرین.
But I didn’t lie, bro! 	أمما مو دورؤ نوتم جؤن.
I’ve just decided to smoke from now on.	مو تصمیم بیتم ای دقیقه پسی سیکاری ببؤم.
OK! Then write: “The abovementioned apparently smoked a tobacco product at the moment the sentence was being carried out.”	خؤ! پس بنویس: نامبرده، حوکمˇ اجرا گودنˇ دم، ظاهرن اقدام به استعمال دخانیات بوده.
Why “apparently”?	چره دئه ظاهرن؟
We don’t know what you’re smoking, Sir.	مألوم نیه کی چی کشئه دری کی آقا.
What if it’s not a cigarette?	کؤره جی مألوم کی سیکار ببون؟
But I got this from yourself.	اینه خؤدتؤنأ جی هیتم.
The bespectacled man says, “That’s enough.	عینکی مردأی گونه: وسسه.
It’s so late.	خئلی دیرأ بؤ.
You wasted a lot of our time today.”	ایمرو خیلی أمه وقته بیتی.
My mom’s call ends.	می مأرˇ تلفؤن تمنأ بنه.
At this moment my dad enters the living room.	هی‌دم، می پئر هنه تینیبی مئن.
I’ve just closed my eye but I open them again.	مو که تازه می چوشمه دوسته بؤم هنده می چوشمه وأ کؤنم.
My dad says, “Change the motor oil today, OK dear?”	می پئر گونه: ایمرو یک‌سر بشو ای ماشینˇ روغؤنه عوضأ کؤن. خؤ جؤن؟
Dad! I can’t change it.	بابا! مو عوضأ گوده مننئم.
Why? What’s with you?	چره؟ تأ چیسه مگه؟
I’m dying.	مو مرده درم.
So what?	خؤ چی ربطی دأنه؟
I mean, because I’m dying I can’t go to the garage.	می منظور اینه کی چون مرده درم، دئه تعویض‌روغؤنی شؤ مننئم.
You always have an excuse!	خولاصه همش یک بهانه‌یی دأنی دئه!
My father lights a cigarette and goes into the kitchen.	می پئر یکته سیکار خوشئه وأگینه و شنه آشپزخؤنه مئن.
His voice echoes from the kitchen, “I’ll go myself.	آشپزخؤنه جی اینˇ دخؤنکه هنه: خودم شنم.
Brought up this kid for nothing.”	هچی زأک پیلله بودیم.
The radio operator whispers into the bespectacled man’s ear, “Sir! Also write that the abovementioned does not have faith in spirits and the Resurrection Day.	بیسیمچی ایواشئی عینکی مردأیˇ گوشˇ جیر گونه: آقا! اینم بنویس کی نامبرده به معاد و روح اعتقاد ندأنه.
Mention that the reports received are corroborated.”	قید بکون کی گوزارشاتˇ واصله تایید بنه.
Then he turns to my mom and says, “We’ll start out job with your permission.”	بازین وگردنه می مأره گونه: أگه اجازه بدین أمه کاره سرأ گیریم.
My mother, says, “Sure; please” with a hand gesture.	می مأر اشاره همره گونه: خاهش کؤنم. اختیار دأنین!
I say, “Mom, give Dad this receipt later.”	مو گونم: مأرئی. ای قبضˇ رسیده بازین هدی بابا.
My father shouts from the kitchen, “It’s none of my business! They take money for nothing.”	می پئر آشپزخؤنه جی هرأی کؤنه: به مو هیچ ربطی ندأنه! هچی مردومه پول هگینن.
My mom takes the receipt and puts it in her dress pocket.	می مأر قبضه هگینه و دکؤنه خو پیرأنˇ جوفˇ مئن.
And I close my eyes and wait…	منأ نی می چوشمه دودنم، ایسنم رافا.
It’s useless.	فایده ندأنه.
I’m pressing my eyelids together so that something comes to my mind to end my story.	می چیشمˇ میتالؤنه دخشارده درم بلکی یکچی مأ یاد بأ، می قصهٰ تمنأ کونم.
No use.	نبنه.
I’m thinking about how it should end. No use either.	هرچی فیکر کؤنم کی آخرش چوتؤ خأ تمنأ بون، هنده اینم نبنه.
I’m stifling.	مأ خفتأ زئه دره.
That’s enough, Sir! Your “five minutes” is more like half an hour.	وسسه دئه آقا! تی پنج دئقه ببؤ نیم ساعت.
We don’t have time.	أمه وقت ندأنیم.
I open my eyes to the voice of the radio operator and say, “Give me five minutes.	بیسیمچی صدا جی، می چیشمه وأ کؤنم گونم: پنج دئقه دئه مؤله بدین.
Let me end this story well.”	بدأرین مو ای قصهٰ خؤرؤم تمنأ کونم.
No, Sir! You’ve had three “five-minutes” so far.	نأ آقا! تا ایسه سو تته پنج دئقه مؤله بیتی.
It’s not our business to answer for your story.	أمه کی تی قصه مسول نیم.
Kick it, Sir; kick and end it.	بزن آقا. بزن تمنأ کون.
But my story…	أخه می قصه...
The bespectacled man kicks the chair and knocks it down and I hear an “I’m sorry” out of his mouth and then I can’t hear anything anymore.	عینکی مردأی یکته لقد زئنه صندلی‌ئه فدئنه اورأ و مو اینˇ دهنأ جی یکته «شرمنده‌ٰم» ایشتؤنم و بازین دئه هیچ‌چی اشتؤسه مننئم.
I’m breathless, the back of my head stings, I flounder in the air to reach my foot to the ground; no use.	می نفس جؤر نأنه، می پسکوت تیر کشنه، هرچی دسˇ لگ زئنم کی می پا برسؤنئم زمینه، نبنه.
I can’t speak.	گب زئه مننئم.
I want to scream; no use.	خأنم زهأر بکونم، نبنه.
The three are thanking my mother.	سو نفر می مأرأ جی تشککور کأ درن.
My mother, crying, takes a 5000 Toman bill out of her pocket and gives it to them.	می مأر هوتؤ ونگ-دبؤ خو پیرأنˇ جوفأ جی یکته پنج هیزار تومؤنی بیرین أبئنه هدئنه اوشؤنه.
The bespectacled man tells my mother something like, “Be my guest”,	عینکی مردأی یکچی می مأره گونه بخیأله گوته دره: قابیل ندأنه.
my mother is saying something like, “Keep the 500; it’s ok.”	می مأرم بخیأله گوته دره: او پونصد تومؤن بمؤنه. نخأنه.
Seven People Dancing	هف نفر رقص کأدرن
Langston Hughes	لأنگستن هيۊز
November.	نؤوامبره.
Cold outside.	بيرۊن هوا سرده.
It was warm inside, and the big combination played twelve wonderful records without stopping.	ديرين اۊتاق گرم بۊ ؤ ضبط دؤنزهٰ ته آهنگه تترج اجرا بۊده.
Seven people were dancing, three couples and Marcel.	هف نفر رقص کأدبۊن، سۊ ته جؤفت باني مارسل.
Midnight.	نيصفˇ شؤ.
It was Marcel’s apartment, and he was a fairy. Nobody else was unusual in that regard.	مارسلˇ أپارتمانˇ مئن بۊ ؤ مارسل خؤشگل‌پسر بۊ ولي هي کس دئه اينˇ مۊسؤن ايوابده نبۊ.
But Marcel was a fairy and he had inserted a “de la” in his name—Marcel de la Smith was how he had been known for a long time on his cards.	ولي مارسل خؤشگل‌پسر بۊ ؤ يکته «ده لا» بنأبۊ خۊشˇ نؤمˇ مئن؛ اينˇ کارتˇويزيتؤنˇ مئن خئلي زمت بۊ کي همه اينه مارسل ده لا اسميت شناختن.
He had once called himself Marcel de la Smythe, but his friends had been so tickled at this addition of a “y” and an “e” (“Aw, you still ain’t nothing but old Smith!”) that Marcel had dropped the Smythe affectation, keeping merely the “de la” as an indication of French Creole origin, although he had never been near New Orleans.	"يک دفأ خۊ نؤمه بنأبۊ مارسل ده لا اسميث ولي اي ""y"" ؤ ""e"" کي علاوه بۊده بۊ اينˇ رفيقؤنه هني خنده بأرده بۊ (آؤ! تۊ أمئه قديمي اسميتي، نئه؟) کي مارسل أني اسميثˇ کلاس ؤ ژسته وابدأ بۊ ؤ خالي هۊ «ده لا» بنأبۊ بۊمؤنه کي اينˇ فرانسوي کريؤلˇ رگˇريشهٰ نۊشؤن بدئه؛ "
He was from McKeesport, Pennsylvania, and although he had a good nature, he did not really relish being made fun of on certain scores.	البته مارسل هرگي نيۊ اؤرلئانˇ نزديکي نيسأبۊ؛ پنسيلوانيا، مک‌کيسپؤرتˇ شي بۊ، آدمˇ خۊشذاتي بۊ ولي واقعاً خۊش ندأشت کي مردۊمˇ دس آتؤ هأدئه کي اينه رخشنأگيرن.
It was Marcel’s apartment, and seven people were dancing.	مارسلˇ خؤنه بۊ ؤ هف نفر رقص کأدبۊن.
Six were colored and one was white.	شيش نفر رنگي بؤن ؤ يک نفر سيفيد.
Marcel himself was colored, a muddy brown and not good-looking.	مارسل خۊدش رنگي بۊ، چلˇ مۊسؤن قهوه-يي بۊ، همچين مالي‌أم نبۊ.
It was he who danced alone.	هين وأسي تک رقص کأدبۊ.
His dancing was too fanciful to be masculine and too grotesque to be feminine.	اينˇ رقأصي مردؤنه بؤن ئبه زيادي خيالأنگيز بۊ، زنؤنه بؤن ئبهٰ‌م دئه خئلي گرؤتسک بۊ! 
But everything that he did was like that, so it was very easy to tell that he was a fairy.	ولي اينˇ همه ته کارؤن هيتؤ بۊ، هين وأسي خئلي آسؤن شأس فأمسن کي خؤشگل‌پسره.
He did not mind dancing alone, because, although the party was at his house, it was not his party.	اينˇ خيالم نبۊ کي تنها رقص کأدره، چۊن دۊرۊسه کي مهمؤني اينˇ خؤنه مئن بۊ ولي اينˇ مهمؤني نبۊ.
Marcel often gave parties to make money.	مارسل پۊل در أبردن ئبه مهمؤني گيت.
He sold drinks and rented rooms	مشرۊب فۊرت ؤ اۊتاق کرايه دأ؛ 
even to mixed couples, which many housemen in Harlem did not do.	حتى دۊرنگه جؤفتؤنه. کاري گه خئلي صابخؤنهٰ‌ن هارلئمˇ مئن نۊدن.
Perhaps that was why there was one white person dancing to the big mahogany combination dropping its twelve wonderful records.	شايد هين وأسي بۊ کي يک نفر سيفيد اؤره ايسأبۊ کي جيگري ضبطˇ صدا همرأ کي دؤنزه ته محشرˇ آهنگ پخش کأدبۊ، رقص کأدبۊ.
The reason I say “perhaps” about the white girl is that I do not know the ultimate “why” of anything.	گۊنم «شايد» چۊن هيچ چيزˇ اصلˇ دليل ؤ «چره»ٰ نۊدؤنم. 
I know all about that girl except “why.” 	لاکؤی أجي همه چئه دؤنم جؤز «چره».
“Why” is the very mystery.	«چره» خئلي رمزˇرازي‌ئه.
In fact, “why” is the final wonder called God.	راسه بۊگؤم شمره، «چره» اۊ آخري حيرؤني‌ئه کي اينه دۊخؤنن خۊدا.
